           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           0  0.000000000000000E+000
           1           0  0.000000000000000E+000
           1           0  0.000000000000000E+000
           1           0  0.000000000000000E+000
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           1   99.6939785486779     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           2   199.387957097356     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           3   299.081935646034     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           4   398.775914194712     
           1           0  0.000000000000000E+000
